15542553, 14688644, 12675706
15537234, 14672361, 12661029
15534467, 14672977, 12657764
15559609, 14672500, 12641643
15567188, 14683183, 12622261
15595959, 14701755, 12630871
15598192, 14731578, 12661845
15628098, 14768045, 12723203
15626936, 14768180, 12720777
15646835, 14786309, 12737937
15629594, 14780248, 12715458
15639653, 14794827, 12740388
15660349, 14815289, 12777716
15654534, 14834358, 12806798
15662270, 14835139, 12816676
15665272, 14849184, 12839067
15662293, 14847557, 12878019
15634483, 14841902, 12879753
15649937, 14852170, 12924323
15633600, 14856654, 12932725
15638271, 14855624, 12936857
15635705, 14870636, 12970605
15635864, 14883089, 13049979
15589780, 14866020, 13052450
15592127, 14854720, 13047972
15564070, 14819987, 12985995
15583608, 14829217, 13012828
15578465, 14824463, 13000466
15589744, 14828525, 13007195
15570887, 14817462, 12963559
15593546, 14818928, 12968181
15585102, 14818480, 12949659
15585964, 14819746, 12948873
15603557, 14834936, 12984262
15598737, 14849804, 12999377
15622855, 14862912, 13022747
15613752, 14858029, 12996824
15609206, 14840361, 12961346
15612600, 14842425, 12967209
15613530, 14820048, 12910664
15631646, 14814485, 12891340
15613612, 14792509, 12841734
15601583, 14751657, 12803098
15595718, 14772130, 12826410
15605260, 14774044, 12838096
15689458, 14885297, 13037140
15704617, 14911426, 13083344
15680098, 14893865, 13027293
15683663, 14890435, 13029372
15703526, 14923925, 13085378
15705281, 14925509, 13088500
15696102, 14926102, 13077898
15693250, 14925156, 13077178
15694281, 14925399, 13078101
15702668, 14919970, 13077702
15694012, 14923366, 13075204
15696634, 14924804, 13074028
15709986, 14935544, 13094146
15701784, 14930184, 13076351
15706003, 14933285, 13076703
15720287, 14937781, 13092622
15699230, 14925298, 13053360
15704600, 14925360, 13060690
15702770, 14929356, 13067012
15725868, 14946005, 13106717
15716043, 14951242, 13114266
15725083, 14950979, 13144138
15701758, 14946283, 13130745
15710204, 14949506, 13142254
15702520, 14949483, 13134638
15714607, 14952767, 13147161
15705490, 14950697, 13131065
15712419, 14954129, 13144854
15702861, 14952731, 13136486
15709736, 14953661, 13146385
15702317, 14953469, 13137523
15716815, 14960121, 13156053
15704556, 14954748, 13139793
15716692, 14962558, 13154828
15711122, 14963259, 13147980
15716244, 14964144, 13151573
15709746, 14960371, 13136501
15722085, 14966438, 13144246
15716875, 14965694, 13132244
15734498, 14976420, 13154578
15727620, 14975264, 13146896
15739322, 14980399, 13160129
15732136, 14975510, 13151561
15740083, 14977921, 13156501
15725454, 14970866, 13137455
15735647, 14967313, 13143775
15716089, 14957288, 13117096
15727005, 14961171, 13126492
15721872, 14959243, 13118670
15734409, 14967263, 13134978
15728019, 14966378, 13125706
15733161, 14970283, 13135534
15727812, 14966930, 13128274
15734331, 14969599, 13137542
15721308, 14961680, 13115346
15731449, 14957343, 13116198
15714805, 14943217, 13076021
15722806, 14937164, 13063590
15704070, 14915273, 13013351
15715813, 14918693, 13027245
15689154, 14892199, 12976267
15677775, 14838209, 12897324
15651346, 14789862, 12798540
15667491, 14809704, 12814942
15681780, 14855412, 12878363
15681986, 14856286, 12879088
15702584, 14882263, 12946048
15693469, 14885170, 12941957
15705368, 14893248, 12987720
15700731, 14886569, 12966286
15697806, 14875801, 12935922
15681965, 14869994, 12919006
15702649, 14876653, 12928981
15696776, 14878576, 12912766
15722979, 14891432, 12934612
15709835, 14887519, 12900065
15718503, 14866158, 12878481
15717642, 14868169, 12876182
15736976, 14887825, 12910455
15729426, 14905113, 12920021
15764194, 14930498, 12977648
15767665, 14957587, 13011722
15790582, 14969271, 13048295
15788948, 14969336, 13043144
15803111, 14979619, 13058009
15794721, 14981339, 13046408
15814657, 14991624, 13077584
15809085, 14992485, 13081622
15820260, 15007736, 13103136
15810808, 15002669, 13091927
15832161, 15022103, 13146805
15818760, 15028683, 13155844
15620652, 14857083, 12994763
15441382, 14667513, 12861883
15159879, 14458141, 12616164
14892488, 14252735, 12392428
14723712, 14083269, 12254530
14447385, 13881628, 12006679
14225901, 13684954, 11813477
14023187, 13476256, 11668085
13720281, 13240441, 11393295
13529909, 13037304, 11243330
13263068, 12852140, 11005873
13029320, 12625580, 10812985
12709735, 12386591, 10529205
12490930, 12140050, 10363924
12161711, 11894443, 10091984
11877053, 11619013, 9868989
11548306, 11352478, 9574323
11201493, 11041797, 9278872
10815330, 10739058, 8910736
10411932, 10420420, 8555725
10084105, 10114537, 8290045
9641853, 9799757, 7838660
9134474, 9384574, 7410530
8680668, 8943140, 7041509
8122235, 8516423, 6522286
7560916, 8012444, 6058669
